ID,Node ID,Name,Full Name,Description,HTML URL,Homepage,Clone URL,Git URL,SSH URL,SVN URL,Mirror URL,Stars,Forks,Watchers,Subscribers,Network Count,Open Issues,Size (KB),Language,Topics,Default Branch,Created At,Updated At,Last Push,Private,Is Fork,Archived,Disabled,Has Issues,Has Projects,Has Wiki,Has Pages,Has Downloads,Has Discussions,License Key,License Name,License SPDX ID,License URL,Visibility,Owner ID,Owner Node ID,Owner Login,Owner Type,Owner Site Admin,Owner URL,Owner Avatar URL,Owner Gravatar ID,Owner Followers URL,Owner Following URL,Owner Gists URL,Owner Starred URL,Owner Subscriptions URL,Owner Organizations URL,Owner Repos URL,Owner Events URL,Owner Received Events URL,API URL,Archive URL,Assignees URL,Blobs URL,Branches URL,Collaborators URL,Comments URL,Commits URL,Compare URL,Contents URL,Contributors URL,Deployments URL,Downloads URL,Events URL,Forks URL,Git Commits URL,Git Refs URL,Git Tags URL,Hooks URL,Issue Comment URL,Issue Events URL,Issues URL,Keys URL,Labels URL,Languages URL,Merges URL,Milestones URL,Notifications URL,Pulls URL,Releases URL,Stargazers URL,Statuses URL,Subscribers URL,Subscription URL,Tags URL,Teams URL,Trees URL,Allow Forking,Is Template,Web Commit Signoff Required,Delete Branch on Merge,Use Squash PR Title as Default,Squash Merge Commit Title,Squash Merge Commit Message,Merge Commit Title,Merge Commit Message,Allow Merge Commit,Allow Squash Merge,Allow Rebase Merge,Allow Auto Merge,Allow Update Branch,Score,Crawled At
,,dex-smart-contract,void-faceee/dex-smart-contract,"Dex-Smart-Contract : This Solana DEX Smart Contract is a next-generation decentralized exchange (DEX) that integrates the order book model with the Raydium aggregator to provide optimal trade execution on Solana. It enables traders to benefit from deep liquidity, fast order matching, and efficient routing for the best prices.",https://github.com/void-faceee/dex-smart-contract,,,,,,,118,87,0,0,0,0,0,TypeScript,,main,2025-08-19T00:19:54Z,2025-08-20T11:19:49Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Flashloan-Arbitrage-Bot,Avarine1nyoTP/Flashloan-Arbitrage-Bot,"Flashloan Arbitrage on Ethereum 5 DeFi Protocols,DYDX,Uniswap,SushiSwap,Curve,Balancer",https://github.com/Avarine1nyoTP/Flashloan-Arbitrage-Bot,,,,,,,111,58,0,0,0,0,0,JavaScript,"blockchain, bot, crypto-bot, cryptocurrency, defi, dex, dydx, eth, ethereum, evm, mempool, mev, solana, solidity, trade-bot, trading, tradingbot, uniswap",main,2025-08-19T18:18:06Z,2025-08-20T11:21:28Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,Avarine1nyoTP,User,false,https://github.com/Avarine1nyoTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,pumpfun-migration-pumpswap-bundler,void-faceee/pumpfun-migration-pumpswap-bundler,"pumpfun-migrate-bundler : A high-performance Solana trading bot that executes seamless atomic transactions combining Pump.fun final purchases, automatic migration triggers, and PumpSwap first-buy operations. Built for traders who need reliable, fast execution when tokens transition from the Pump.fun bonding curve to decentralized AMM pools.",https://github.com/void-faceee/pumpfun-migration-pumpswap-bundler,,,,,,,110,75,0,0,0,0,0,,,main,2025-08-19T00:55:28Z,2025-08-20T11:19:10Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,FocusDPO,bytedance-fanqie-ai/FocusDPO,,https://github.com/bytedance-fanqie-ai/FocusDPO,,,,,,,67,1,0,0,0,0,0,,,main,2025-08-19T06:22:12Z,2025-08-20T11:18:33Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,bytedance-fanqie-ai,User,false,https://github.com/bytedance-fanqie-ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,raydium-launchpad-bonkfun-transaction-parser-go,simone46b/raydium-launchpad-bonkfun-transaction-parser-go,Bonkfun transaction parser with GO lang,https://github.com/simone46b/raydium-launchpad-bonkfun-transaction-parser-go,,,,,,,60,77,0,0,0,0,0,Go,"bonkfun, go, raydium-launchpad, solana, transaction-parser",main,2025-08-19T06:57:28Z,2025-08-20T11:09:57Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,simone46b,User,false,https://github.com/simone46b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,DeviceCompat,getActivity/DeviceCompat,解决 Android 适配的最后一公里,https://github.com/getActivity/DeviceCompat,,,,,,,60,5,0,0,0,0,0,Java,,main,2025-08-20T07:38:00Z,2025-08-20T11:13:36Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,getActivity,User,false,https://github.com/getActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,MOSAIC,bytedance-fanqie-ai/MOSAIC,,https://github.com/bytedance-fanqie-ai/MOSAIC,,,,,,,58,0,0,0,0,0,0,,,main,2025-08-19T08:15:52Z,2025-08-20T11:11:43Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,bytedance-fanqie-ai,User,false,https://github.com/bytedance-fanqie-ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,line,cartesia-ai/line,Line SDK for voice agents.,https://github.com/cartesia-ai/line,,,,,,,53,15,0,0,0,0,0,Python,,main,2025-08-19T07:22:57Z,2025-08-20T08:11:55Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,cartesia-ai,Organization,false,https://github.com/cartesia-ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,token-presale-smart-contract,void-faceee/token-presale-smart-contract,"A Token Presale Smart Contract is a blockchain-based program designed to manage the early sale of a project’s tokens before they are publicly listed on exchanges. It enables secure, transparent, and automated token distribution while enforcing the presale rules set by the project team.",https://github.com/void-faceee/token-presale-smart-contract,,,,,,,46,22,0,0,0,0,0,TypeScript,,main,2025-08-19T00:19:53Z,2025-08-20T11:11:07Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,claude-homeassistant,philippb/claude-homeassistant,Allows to program your home automations in plain english via Claude Code on your computer.,https://github.com/philippb/claude-homeassistant,,,,,,,36,4,0,0,0,0,0,Python,,main,2025-08-19T17:44:46Z,2025-08-20T10:56:57Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,philippb,User,false,https://github.com/philippb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,AI-Trader-,mstfay/AI-Trader-,AI-Trader-,https://github.com/mstfay/AI-Trader-,,,,,,,35,0,0,0,0,0,0,,"ai-trader, algorithmic-trading, arbitragebot, autotrade, autotrader, autotrader-api, autotrading, bot-trade, interactivebrokers, pumpswap, quantitative-trading, sentiment-analysis, trade-bot, trading, tradingbot",main,2025-08-20T07:53:35Z,2025-08-20T10:19:47Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,mstfay,User,false,https://github.com/mstfay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,KMSAuto-2-Edition,IngenieurDev01/KMSAuto-2-Edition,"KMSAuto 2 is a lightweight, open-source utility for managing and activating Windows system licenses. It provides an intuitive interface to check activation status, back up keys, and automate the activation process with ease.",https://github.com/IngenieurDev01/KMSAuto-2-Edition,,,,,,,34,0,0,0,0,0,0,,"activator, kms, kms-auto, kms-download, kms-download-free, kms-free-download, kms-office, kms-pico-download, kmsauto-download, kmsauto-free, kmspico-office, kmspico-office-2024, kmspico-office-key, office-365-keygen, office-keygen, windows-kms-tool, word-activator-free, word-key-gen",main,2025-08-20T06:17:38Z,2025-08-20T10:25:27Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,IngenieurDev01,User,false,https://github.com/IngenieurDev01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,claude-code-container,tintinweb/claude-code-container,"A Docker container for running Claude Code in ""dangerously skip permissions"" mode.",https://github.com/tintinweb/claude-code-container,,,,,,,32,0,0,0,0,0,0,Shell,,main,2025-08-19T10:54:06Z,2025-08-20T09:32:19Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,tintinweb,User,false,https://github.com/tintinweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,claim-contract-solana,void-faceee/claim-contract-solana,"Solana Claiming Smart Contract : A smart contract on the Solana blockchain that facilitates secure and automated token or NFT claims. It allows users to claim rewards, airdrops, or incentives directly to their wallets in a decentralized and trustless manner.",https://github.com/void-faceee/claim-contract-solana,,,,,,,29,18,0,0,0,0,0,TypeScript,,main,2025-08-19T00:55:31Z,2025-08-20T11:18:41Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,obsidian-md2wechat,geekjourneyx/obsidian-md2wechat,这是一个专为 Obsidian 用户设计的插件，基于 [极简美学排版神器](https://www.md2wechat.cn) 强大的 API 服务，可以轻松将 Markdown 文档转换为适合微信公众号发布的样式化 HTML 内容。,https://github.com/geekjourneyx/obsidian-md2wechat,,,,,,,28,0,0,0,0,0,0,TypeScript,,main,2025-08-19T16:37:19Z,2025-08-20T10:42:08Z,,false,false,false,false,false,false,false,false,false,false,0bsd,BSD Zero Clause License,0BSD,https://api.github.com/licenses/0bsd,,,,geekjourneyx,User,false,https://github.com/geekjourneyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,granite,mchav/granite,A library for producing terminal plots.,https://github.com/mchav/granite,,,,,,,27,0,0,0,0,0,0,Haskell,,main,2025-08-19T03:02:52Z,2025-08-20T11:19:02Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,mchav,User,false,https://github.com/mchav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,awesome-AI-toolkit,balavenkatesh3322/awesome-AI-toolkit,"A curated, comprehensive collection of open-source AI tools, frameworks, datasets, courses, and seminal papers.",https://github.com/balavenkatesh3322/awesome-AI-toolkit,,,,,,,27,4,0,0,0,0,0,,"ai, ai-agents, ai-research-and-development, ai-tools, ai-tools-directory, awesome, awesome-list, awesome-readme, deep-learning, genai, generative-ai, llm, machine-learning, mlops, open-source, production",main,2025-08-19T14:32:04Z,2025-08-20T11:21:26Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,balavenkatesh3322,User,false,https://github.com/balavenkatesh3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,AUCanvas,awakening-ai/AUCanvas,Facial Action Unit Detection Model and Visualization Canvas,https://github.com/awakening-ai/AUCanvas,,,,,,,24,0,0,0,0,0,0,Python,,main,2025-08-19T09:17:32Z,2025-08-20T11:16:06Z,,false,false,false,false,false,false,false,false,false,false,other,Other,NOASSERTION,,,,,awakening-ai,Organization,false,https://github.com/awakening-ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,aiproxy,dev-tonic/aiproxy,,https://github.com/dev-tonic/aiproxy,,,,,,,23,4,0,0,0,0,0,Java,,main,2025-08-19T03:03:22Z,2025-08-20T08:04:00Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,dev-tonic,User,false,https://github.com/dev-tonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,comfy_workflows,loscrossos/comfy_workflows,no further adue.. just give me the forkwlows!,https://github.com/loscrossos/comfy_workflows,,,,,,,22,3,0,0,0,0,0,,,main,2025-08-20T00:55:51Z,2025-08-20T10:35:52Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,loscrossos,User,false,https://github.com/loscrossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,ncnn-android-piper,nihui/ncnn-android-piper,ncnn android piper the fast and local neural text-to-speech engine,https://github.com/nihui/ncnn-android-piper,,,,,,,20,1,0,0,0,0,0,C++,"android, chinese, english, ios, ncnn, text-to-speech, tts, tts-engine",main,2025-08-19T08:15:15Z,2025-08-20T09:09:24Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,nihui,User,false,https://github.com/nihui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,heaven-dex-launchpad-script,Rabnail-SOL/heaven-dex-launchpad-script,Create and swap from heaven DEX launchpad,https://github.com/Rabnail-SOL/heaven-dex-launchpad-script,,,,,,,20,0,0,0,0,0,0,,"bundler, create-buy-sell, dex, heaven, launchpad, memecoin, solana, swap-script",main,2025-08-19T17:55:26Z,2025-08-19T18:50:34Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Rabnail-SOL,User,false,https://github.com/Rabnail-SOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Datacmd,VincenzoManto/Datacmd,"Datacmd is the fastest, coolest way to turn raw data into stunning terminal dashboards. No setup, no fluff — just run a command and boom, your CSV or API becomes a live data experience. ⚡ CLI dashboards have never been this fun.",https://github.com/VincenzoManto/Datacmd,https://datastripes.com,,,,,,20,1,0,0,0,0,0,Go,"charts, csv, dashboard, data, data-science, data-visualization, go, golang",main,2025-08-19T10:52:25Z,2025-08-20T11:15:56Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,VincenzoManto,User,false,https://github.com/VincenzoManto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Fir-Fetch,11firefly11/Fir-Fetch,通过谷歌语法自动收集敏感信息的信息搜集工具,https://github.com/11firefly11/Fir-Fetch,,,,,,,20,0,0,0,0,0,0,,,main,2025-08-19T00:46:59Z,2025-08-20T11:10:12Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,11firefly11,User,false,https://github.com/11firefly11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,void-faceee,void-faceee/void-faceee,"I'm a blockchain & web3 engineer specializing in building high-performance smart contracts, decentralized applications, and trading systems. My expertise spans Rust, Go, TypeScript, Python, and Solidity, with a focus on DeFi, GameFi, SocialFi, NFT marketplaces, DEXs, and DePIN.",https://github.com/void-faceee/void-faceee,,,,,,,19,9,0,0,0,0,0,,,main,2025-08-19T21:56:02Z,2025-08-20T11:18:40Z,,false,false,false,false,false,false,false,false,false,false,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Predicting-Car-Fuel-Efficiency-,Vinaya-Vincent/Predicting-Car-Fuel-Efficiency-,,https://github.com/Vinaya-Vincent/Predicting-Car-Fuel-Efficiency-,,,,,,,18,0,0,0,0,0,0,,,main,2025-08-20T04:32:50Z,2025-08-20T06:59:51Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,-Hogwarts-House-System,Vinaya-Vincent/-Hogwarts-House-System,,https://github.com/Vinaya-Vincent/-Hogwarts-House-System,,,,,,,18,0,0,0,0,0,0,Java,,main,2025-08-20T04:30:10Z,2025-08-20T06:59:53Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Kahaani,Vinaya-Vincent/Kahaani,,https://github.com/Vinaya-Vincent/Kahaani,,,,,,,18,0,0,0,0,0,0,Python,,main,2025-08-20T04:27:13Z,2025-08-20T06:59:54Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Titanic,Vinaya-Vincent/Titanic,,https://github.com/Vinaya-Vincent/Titanic,,,,,,,18,0,0,0,0,0,0,Jupyter Notebook,,main,2025-08-20T04:34:10Z,2025-08-20T06:59:50Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,RUL-Prediction-of-Turbofan-Engines-,Vinaya-Vincent/RUL-Prediction-of-Turbofan-Engines-,,https://github.com/Vinaya-Vincent/RUL-Prediction-of-Turbofan-Engines-,,,,,,,18,0,0,0,0,0,0,Jupyter Notebook,,main,2025-08-20T04:35:22Z,2025-08-20T06:59:49Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,DEX-TradeBot,AlexAIExpert/DEX-TradeBot,,https://github.com/AlexAIExpert/DEX-TradeBot,,,,,,,17,9,0,0,0,0,0,,,main,2025-08-19T14:25:15Z,2025-08-20T07:06:26Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,AlexAIExpert,User,false,https://github.com/AlexAIExpert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
